# Micromissile
# Mass m = 0.37 kg
# Coefficient of drag C_D = 0.7
# Cross-sectional area = 3e-4 m^2
# Air density = 1.204 kg/m^3
# Initial speed = 1000 m/s
# No lift-induced drag, no gravity

Distance [m],Speed [m/s]
7174.19,87.3782
7174.81,87.3521
7175.44,87.326
7176.06,87.3
7176.69,87.274
7177.31,87.248
7177.94,87.2219
7178.56,87.1959
7179.19,87.17
7179.81,87.1441
7180.44,87.1181
7181.06,87.0922
7181.69,87.0662
7182.31,87.0404
7182.94,87.0145
7183.56,86.9886
7184.19,86.9628
7184.81,86.9369
7185.44,86.9111
7186.06,86.8853
7186.69,86.8596
7187.31,86.8338
7187.94,86.808
7188.56,86.7823
7189.19,86.7566
7189.81,86.7309
7190.44,86.7051
7191.06,86.6794
7191.69,86.6538
7192.31,86.6282
7192.94,86.6025
7193.56,86.5769
7194.19,86.5513
7194.81,86.5257
7195.44,86.5002
7196.06,86.4746
7196.69,86.449
7197.31,86.4235
7197.94,86.398
7198.56,86.3725
7199.19,86.347
7199.81,86.3215
7200.44,86.2961
7201.06,86.2707
7201.69,86.2452
7202.31,86.2198
7202.94,86.1944
7203.56,86.169
7204.19,86.1437
7204.81,86.1184
7205.44,86.093
7206.06,86.0677
7206.69,86.0424
7207.31,86.0171
7207.94,85.9918
7208.56,85.9666
7209.19,85.9413
7209.81,85.9161
7210.44,85.8909
7211.06,85.8657
7211.69,85.8405
7212.31,85.8153
7212.94,85.7902
7213.56,85.765
7214.19,85.7399
7214.81,85.7148
7215.44,85.6897
7216.06,85.6646
7216.69,85.6395
7217.31,85.6145
7217.94,85.5895
7218.56,85.5645
7219.19,85.5394
7219.81,85.5144
7220.44,85.4895
7221.06,85.4645
7221.69,85.4396
7222.31,85.4146
7222.94,85.3897
7223.56,85.3648
7224.19,85.3399
7224.81,85.315
7225.44,85.2902
7226.06,85.2653
7226.69,85.2404
7227.31,85.2157
7227.94,85.1909
7228.56,85.1661
7229.19,85.1413
7229.81,85.1165
7230.44,85.0918
7231.06,85.067
7231.69,85.0423
7232.31,85.0176
7232.94,84.9929
7233.56,84.9682
7234.19,84.9436
7234.81,84.919
7235.44,84.8943
7236.06,84.8697
7236.69,84.8451
7237.31,84.8205
7237.94,84.7959
7238.56,84.7714
7239.19,84.7468
7239.81,84.7223
7240.44,84.6978
7241.06,84.6733
7241.69,84.6488
7242.31,84.6243
7242.94,84.5998
7243.56,84.5754
7244.19,84.551
7244.81,84.5265
7245.44,84.5021
7246.06,84.4777
7246.69,84.4533
7247.31,84.429
7247.94,84.4047
7248.56,84.3803
7249.19,84.356
7249.81,84.3316
7250.44,84.3074
7251.06,84.2831
7251.69,84.2589
7252.31,84.2346
7252.94,84.2103
7253.56,84.1861
7254.19,84.1619
7254.81,84.1377
7255.44,84.1136
7256.06,84.0894
7256.69,84.0652
7257.31,84.0411
7257.94,84.017
7258.56,83.9929
7259.19,83.9688
7259.81,83.9446
7260.44,83.9206
7261.06,83.8965
7261.69,83.8725
7262.31,83.8485
7262.94,83.8244
7263.56,83.8004
7264.19,83.7765
7264.81,83.7525
7265.44,83.7285
7266.06,83.7046
7266.69,83.6806
7267.31,83.6567
7267.94,83.6328
7268.56,83.6089
7269.19,83.5851
7269.81,83.5612
7270.44,83.5373
7271.06,83.5135
7271.69,83.4897
7272.31,83.4659
7272.94,83.4421
7273.56,83.4183
7274.19,83.3945
7274.81,83.3708
7275.44,83.347
7276.06,83.3233
7276.69,83.2996
7277.31,83.2758
7277.94,83.2522
7278.56,83.2285
7279.19,83.2048
7279.81,83.1812
7280.44,83.1575
7281.06,83.1339
7281.69,83.1103
7282.31,83.0867
7282.94,83.0632
7283.56,83.0396
7284.19,83.016
7284.81,82.9925
7285.44,82.969
7286.06,82.9455
7286.69,82.922
7287.31,82.8985
7287.94,82.875
7288.56,82.8515
7289.19,82.8281
7289.81,82.8046
7290.44,82.7812
7291.06,82.7578
7291.69,82.7344
7292.31,82.711
7292.94,82.6877
7293.56,82.6643
7294.19,82.641
7294.81,82.6176
7295.44,82.5943
7296.06,82.571
7296.69,82.5477
7297.31,82.5245
7297.94,82.5012
7298.56,82.4779
7299.19,82.4547
7299.81,82.4315
7300.44,82.4083
7301.06,82.3851
7301.69,82.3619
7302.31,82.3387
7302.94,82.3155
7303.56,82.2924
7304.19,82.2693
7304.81,82.2462
7305.44,82.2231
7306.06,82.1999
7306.69,82.1768
7307.31,82.1538
7307.94,82.1308
7308.56,82.1077
7309.19,82.0847
7309.81,82.0616
7310.44,82.0386
7311.06,82.0157
7311.69,81.9927
7312.31,81.9697
7312.94,81.9468
7313.56,81.9238
7314.19,81.9009
7314.81,81.878
7315.44,81.8551
7316.06,81.8322
7316.69,81.8093
7317.31,81.7865
7317.94,81.7636
7318.56,81.7408
7319.19,81.718
7319.81,81.6952
7320.44,81.6724
7321.06,81.6496
7321.69,81.6268
7322.31,81.604
7322.94,81.5813
7323.56,81.5586
7324.19,81.5358
7324.81,81.5131
7325.44,81.4904
7326.06,81.4678
7326.69,81.4451
7327.31,81.4224
7327.94,81.3998
7328.56,81.3771
7329.19,81.3545
7329.81,81.3319
7330.44,81.3093
7331.06,81.2868
7331.69,81.2642
7332.31,81.2416
7332.94,81.219
7333.56,81.1965
7334.19,81.174
7334.81,81.1515
7335.44,81.129
7336.06,81.1065
7336.69,81.084
7337.31,81.0616
7337.94,81.0392
7338.56,81.0167
7339.19,80.9943
7339.81,80.9719
7340.44,80.9494
7341.06,80.9271
7341.69,80.9047
7342.31,80.8824
7342.94,80.86
7343.56,80.8377
7344.19,80.8153
7344.81,80.793
7345.44,80.7708
7346.06,80.7485
7346.69,80.7262
7347.31,80.7039
7347.94,80.6817
7348.56,80.6594
7349.19,80.6372
7349.81,80.615
7350.44,80.5928
7351.06,80.5706
7351.69,80.5484
7352.31,80.5263
7352.94,80.5042
7353.56,80.482
7354.19,80.4599
7354.81,80.4378
7355.44,80.4156
7356.06,80.3935
7356.69,80.3715
7357.31,80.3494
7357.94,80.3274
7358.56,80.3054
7359.19,80.2833
7359.81,80.2613
7360.44,80.2393
7361.06,80.2173
7361.69,80.1953
7362.31,80.1734
7362.94,80.1514
7363.56,80.1294
7364.19,80.1075
7364.81,80.0856
7365.44,80.0637
7366.06,80.0418
7366.69,80.0199
7367.31,79.998
7367.94,79.9761
7368.56,79.9543
7369.19,79.9325
7369.81,79.9107
7370.44,79.8889
7371.06,79.867
7371.69,79.8452
7372.31,79.8235
7372.94,79.8017
7373.56,79.78
7374.19,79.7582
7374.81,79.7365
7375.44,79.7148
7376.06,79.693
7376.69,79.6714
7377.31,79.6497
7377.94,79.628
7378.56,79.6064
7379.19,79.5847
7379.81,79.563
7380.44,79.5414
7381.06,79.5199
7381.69,79.4983
7382.31,79.4767
7382.94,79.4551
7383.56,79.4335
7384.19,79.4119
7384.81,79.3904
7385.44,79.3689
7386.06,79.3474
7386.69,79.3259
7387.31,79.3044
7387.94,79.2828
7388.56,79.2614
7389.19,79.24
7389.81,79.2185
7390.44,79.1971
7391.06,79.1756
7391.69,79.1542
7392.31,79.1328
7392.94,79.1114
7393.56,79.0901
7394.19,79.0687
7394.81,79.0473
7395.44,79.026
7396.06,79.0046
7396.69,78.9833
7397.31,78.962
7397.94,78.9407
7398.56,78.9195
7399.19,78.8982
7399.81,78.8769
7400.44,78.8556
7401.06,78.8344
7401.69,78.8132
7402.31,78.792
7402.94,78.7708
7403.56,78.7496
7404.19,78.7283
7404.81,78.7072
7405.44,78.686
7406.06,78.6649
7406.69,78.6438
7407.31,78.6226
7407.94,78.6015
7408.56,78.5804
7409.19,78.5593
7409.81,78.5382
7410.44,78.5172
7411.06,78.4961
7411.69,78.4751
7412.31,78.454
7412.94,78.4329
7413.56,78.412
7414.19,78.391
7414.81,78.37
7415.44,78.349
7416.06,78.328
7416.69,78.3071
7417.31,78.2861
7417.94,78.2652
7418.56,78.2443
7419.19,78.2234
7419.81,78.2025
7420.44,78.1816
7421.06,78.1607
7421.69,78.1398
7422.31,78.119
7422.94,78.0981
7423.56,78.0773
7424.19,78.0565
7424.81,78.0356
7425.44,78.0148
7426.06,77.994
7426.69,77.9733
7427.31,77.9525
7427.94,77.9318
7428.56,77.911
7429.19,77.8903
7429.81,77.8695
7430.44,77.8488
7431.06,77.8281
7431.69,77.8075
7432.31,77.7868
7432.94,77.7661
7433.56,77.7454
7434.19,77.7248
7434.81,77.7041
7435.44,77.6835
7436.06,77.6629
7436.69,77.6423
7437.31,77.6217
7437.94,77.6011
7438.56,77.5805
7439.19,77.56
7439.81,77.5395
7440.44,77.5189
7441.06,77.4984
7441.69,77.4779
7442.31,77.4574
7442.94,77.4368
7443.56,77.4164
7444.19,77.3959
7444.81,77.3755
7445.44,77.355
7446.06,77.3346
7446.69,77.3141
7447.31,77.2937
7447.94,77.2733
7448.56,77.2529
7449.19,77.2325
7449.81,77.2122
7450.44,77.1918
7451.06,77.1714
7451.69,77.1511
7452.31,77.1307
7452.94,77.1104
7453.56,77.0901
7454.19,77.0698
7454.81,77.0495
7455.44,77.0293
7456.06,77.009
7456.69,76.9887
7457.31,76.9685
7457.94,76.9482
7458.56,76.928
7459.19,76.9078
7459.81,76.8876
7460.44,76.8674
7461.06,76.8472
7461.69,76.827
7462.31,76.8069
7462.94,76.7868
7463.56,76.7666
7464.19,76.7465
7464.81,76.7263
7465.44,76.7062
7466.06,76.6861
7466.69,76.666
7467.31,76.646
7467.94,76.6259
7468.56,76.6059
7469.19,76.5858
7469.81,76.5657
7470.44,76.5457
7471.06,76.5257
7471.69,76.5057
7472.31,76.4857
7472.94,76.4658
7473.56,76.4458
7474.19,76.4258
7474.81,76.4058
7475.44,76.3859
7476.06,76.366
7476.69,76.3461
7477.31,76.3262
7477.94,76.3063
7478.56,76.2863
7479.19,76.2664
7479.81,76.2466
7480.44,76.2268
7481.06,76.2069
7481.69,76.1871
7482.31,76.1672
7482.94,76.1474
7483.56,76.1276
7484.19,76.1078
7484.81,76.088
7485.44,76.0683
7486.06,76.0485
7486.69,76.0287
7487.31,76.009
7487.94,75.9892
7488.56,75.9695
7489.19,75.9498
7489.81,75.9301
7490.44,75.9104
7491.06,75.8907
7491.69,75.8711
7492.31,75.8514
7492.94,75.8317
7493.56,75.8121
7494.19,75.7924
7494.81,75.7728
7495.44,75.7532
7496.06,75.7336
7496.69,75.714
7497.31,75.6944
7497.94,75.6748
7498.56,75.6553
7499.19,75.6358
7499.81,75.6162
7500.44,75.5967
7501.06,75.5772
7501.69,75.5576
7502.31,75.5381
7502.94,75.5186
7503.56,75.4992
7504.19,75.4797
7504.81,75.4603
7505.44,75.4408
7506.06,75.4213
7506.69,75.4019
7507.31,75.3824
7507.94,75.3631
7508.56,75.3437
7509.19,75.3243
7509.81,75.3049
7510.44,75.2856
7511.06,75.2662
7511.69,75.2468
7512.31,75.2274
7512.94,75.2081
7513.56,75.1888
7514.19,75.1695
7514.81,75.1502
7515.44,75.1309
7516.06,75.1116
7516.69,75.0923
7517.31,75.0731
7517.94,75.0539
7518.56,75.0346
7519.19,75.0154
7519.81,74.9962
7520.44,74.977
7521.06,74.9577
7521.69,74.9385
7522.31,74.9193
7522.94,74.9002
7523.56,74.8811
7524.19,74.8619
7524.81,74.8428
7525.44,74.8236
7526.06,74.8045
7526.69,74.7853
7527.31,74.7662
7527.94,74.7472
7528.56,74.7281
7529.19,74.709
7529.81,74.6899
7530.44,74.6709
7531.06,74.6518
7531.69,74.6328
7532.31,74.6138
7532.94,74.5948
7533.56,74.5758
7534.19,74.5568
7534.81,74.5378
7535.44,74.5188
7536.06,74.4998
7536.69,74.4808
7537.31,74.4619
7537.94,74.443
7538.56,74.424
7539.19,74.4051
7539.81,74.3862
7540.44,74.3673
7541.06,74.3484
7541.69,74.3295
7542.31,74.3106
7542.94,74.2918
7543.56,74.2729
7544.19,74.2541
7544.81,74.2353
7545.44,74.2164
7546.06,74.1976
7546.69,74.1788
7547.31,74.16
7547.94,74.1412
7548.56,74.1225
7549.19,74.1037
7549.81,74.0849
7550.44,74.0662
7551.06,74.0474
7551.69,74.0287
7552.31,74.01
7552.94,73.9913
7553.56,73.9726
7554.19,73.9539
7554.81,73.9352
7555.44,73.9165
7556.06,73.8978
7556.69,73.8792
7557.31,73.8605
7557.94,73.8419
7558.56,73.8233
7559.19,73.8047
7559.81,73.7861
7560.44,73.7675
7561.06,73.7489
7561.69,73.7303
7562.31,73.7117
7562.94,73.6932
7563.56,73.6746
7564.19,73.6561
7564.81,73.6376
7565.44,73.619
7566.06,73.6005
7566.69,73.582
7567.31,73.5635
7567.94,73.545
7568.56,73.5266
7569.19,73.5081
7569.81,73.4896
7570.44,73.4712
7571.06,73.4527
7571.69,73.4343
7572.31,73.4159
7572.94,73.3975
7573.56,73.3791
7574.19,73.3607
7574.81,73.3423
7575.44,73.3239
7576.06,73.3055
7576.69,73.2872
7577.31,73.2688
7577.94,73.2505
7578.56,73.2322
7579.19,73.2139
7579.81,73.1956
7580.44,73.1773
7581.06,73.159
7581.69,73.1406
7582.31,73.1224
7582.94,73.1041
7583.56,73.0859
7584.19,73.0677
7584.81,73.0494
7585.44,73.0312
7586.06,73.013
7586.69,72.9947
7587.31,72.9765
7587.94,72.9583
7588.56,72.9402
7589.19,72.922
7589.81,72.9038
7590.44,72.8857
7591.06,72.8675
7591.69,72.8494
7592.31,72.8312
7592.94,72.8131
7593.56,72.795
7594.19,72.7769
7594.81,72.7589
7595.44,72.7408
7596.06,72.7227
7596.69,72.7046
7597.31,72.6865
7597.94,72.6684
7598.56,72.6504
7599.19,72.6324
7599.81,72.6144
7600.44,72.5964
7601.06,72.5784
7601.69,72.5604
7602.31,72.5424
7602.94,72.5244
7603.56,72.5064
7604.19,72.4885
7604.81,72.4706
7605.44,72.4526
7606.06,72.4347
7606.69,72.4168
7607.31,72.3989
7607.94,72.3809
7608.56,72.363
7609.19,72.3451
7609.81,72.3273
7610.44,72.3094
7611.06,72.2916
7611.69,72.2737
7612.31,72.2559
7612.94,72.238
7613.56,72.2202
7614.19,72.2023
7614.81,72.1846
7615.44,72.1668
7616.06,72.149
7616.69,72.1312
7617.31,72.1134
7617.94,72.0957
7618.56,72.0779
7619.19,72.0601
7619.81,72.0424
7620.44,72.0247
7621.06,72.007
7621.69,71.9893
7622.31,71.9716
7622.94,71.9539
7623.56,71.9362
7624.19,71.9185
7624.81,71.9008
7625.44,71.8831
7626.06,71.8655
7626.69,71.8479
7627.31,71.8303
7627.94,71.8126
7628.56,71.795
7629.19,71.7774
7629.81,71.7598
7630.44,71.7421
7631.06,71.7246
7631.69,71.707
7632.31,71.6895
7632.94,71.672
7633.56,71.6544
7634.19,71.6369
7634.81,71.6193
7635.44,71.6018
7636.06,71.5842
7636.69,71.5667
7637.31,71.5493
7637.94,71.5318
7638.56,71.5143
7639.19,71.4969
7639.81,71.4794
7640.44,71.4619
7641.06,71.4445
7641.69,71.427
7642.31,71.4096
7642.94,71.3922
7643.56,71.3748
7644.19,71.3574
7644.81,71.34
7645.44,71.3226
7646.06,71.3052
7646.69,71.2878
7647.31,71.2704
7647.94,71.2531
7648.56,71.2358
7649.19,71.2185
7649.81,71.2012
7650.44,71.1838
7651.06,71.1665
7651.69,71.1492
7652.31,71.1319
7652.94,71.1146
7653.56,71.0973
7654.19,71.0801
7654.81,71.0629
7655.44,71.0456
7656.06,71.0284
7656.69,71.0111
7657.31,70.9939
7657.94,70.9766
7658.56,70.9594
7659.19,70.9422
7659.81,70.9251
7660.44,70.9079
7661.06,70.8907
7661.69,70.8736
7662.31,70.8564
7662.94,70.8392
7663.56,70.8221
7664.19,70.8049
7664.81,70.7878
7665.44,70.7707
7666.06,70.7536
7666.69,70.7365
7667.31,70.7194
7667.94,70.7023
7668.56,70.6853
7669.19,70.6682
7669.81,70.6511
7670.44,70.634
7671.06,70.617
7671.69,70.6
7672.31,70.583
7672.94,70.566
7673.56,70.549
7674.19,70.5319
7674.81,70.5149
7675.44,70.4979
7676.06,70.4809
7676.69,70.464
7677.31,70.4471
7677.94,70.4301
7678.56,70.4132
7679.19,70.3962
7679.81,70.3793
7680.44,70.3624
7681.06,70.3454
7681.69,70.3285
7682.31,70.3116
7682.94,70.2948
7683.56,70.2779
7684.19,70.261
7684.81,70.2442
7685.44,70.2273
7686.06,70.2105
7686.69,70.1936
7687.31,70.1767
7687.94,70.1599
7688.56,70.1431
7689.19,70.1263
7689.81,70.1096
7690.44,70.0928
7691.06,70.076
7691.69,70.0592
7692.31,70.0424
7692.94,70.0256
7693.56,70.0089
7694.19,69.9921
7694.81,69.9754
7695.44,69.9587
7696.06,69.942
7696.69,69.9253
7697.31,69.9086
7697.94,69.8919
7698.56,69.8752
7699.19,69.8585
7699.81,69.8418
7700.44,69.8252
7701.06,69.8085
7701.69,69.7919
7702.31,69.7753
7702.94,69.7586
7703.56,69.742
7704.19,69.7254
7704.81,69.7087
7705.44,69.6921
7706.06,69.6755
7706.69,69.659
7707.31,69.6424
7707.94,69.6259
7708.56,69.6093
7709.19,69.5928
7709.81,69.5762
7710.44,69.5596
7711.06,69.5431
7711.69,69.5265
7712.31,69.5101
7712.94,69.4936
7713.56,69.4771
7714.19,69.4606
7714.81,69.4441
7715.44,69.4277
7716.06,69.4112
7716.69,69.3947
7717.31,69.3782
7717.94,69.3618
7718.56,69.3454
7719.19,69.329
7719.81,69.3126
7720.44,69.2962
7721.06,69.2798
7721.69,69.2634
7722.31,69.247
7722.94,69.2306
7723.56,69.2141
7724.19,69.1978
7724.81,69.1815
7725.44,69.1651
7726.06,69.1488
7726.69,69.1325
7727.31,69.1161
7727.94,69.0998
7728.56,69.0835
7729.19,69.0672
7729.81,69.0508
7730.44,69.0346
7731.06,69.0183
7731.69,69.0021
7732.31,68.9858
7732.94,68.9696
7733.56,68.9533
7734.19,68.9371
7734.81,68.9208
7735.44,68.9046
7736.06,68.8883
7736.69,68.8721
7737.31,68.8559
7737.94,68.8398
7738.56,68.8236
7739.19,68.8074
7739.81,68.7912
7740.44,68.7751
7741.06,68.7589
7741.69,68.7427
7742.31,68.7265
7742.94,68.7104
7743.56,68.6943
7744.19,68.6782
7744.81,68.6621
7745.44,68.646
7746.06,68.6299
7746.69,68.6138
7747.31,68.5977
7747.94,68.5816
7748.56,68.5655
7749.19,68.5495
7749.81,68.5334
7750.44,68.5174
7751.06,68.5014
7751.69,68.4854
7752.31,68.4694
7752.94,68.4533
7753.56,68.4373
7754.19,68.4213
7754.81,68.4053
7755.44,68.3893
7756.06,68.3733
7756.69,68.3574
7757.31,68.3414
7757.94,68.3255
7758.56,68.3096
7759.19,68.2936
7759.81,68.2777
7760.44,68.2617
7761.06,68.2458
7761.69,68.2298
7762.31,68.214
7762.94,68.1981
7763.56,68.1822
7764.19,68.1664
7764.81,68.1505
7765.44,68.1346
7766.06,68.1188
7766.69,68.1029
7767.31,68.087
7767.94,68.0711
7768.56,68.0553
7769.19,68.0395
7769.81,68.0238
7770.44,68.008
7771.06,67.9922
7771.69,67.9764
7772.31,67.9606
7772.94,67.9448
7773.56,67.929
7774.19,67.9132
7774.81,67.8974
7775.44,67.8817
7776.06,67.866
7776.69,67.8503
7777.31,67.8346
7777.94,67.8189
7778.56,67.8031
7779.19,67.7874
7779.81,67.7717
7780.44,67.756
7781.06,67.7403
7781.69,67.7246
7782.31,67.709
7782.94,67.6933
7783.56,67.6777
7784.19,67.6621
7784.81,67.6464
7785.44,67.6308
7786.06,67.6151
7786.69,67.5995
7787.31,67.5839
7787.94,67.5683
7788.56,67.5527
7789.19,67.5371
7789.81,67.5216
7790.44,67.506
7791.06,67.4904
7791.69,67.4749
7792.31,67.4593
7792.94,67.4437
7793.56,67.4282
7794.19,67.4126
7794.81,67.3971
7795.44,67.3816
7796.06,67.3661
7796.69,67.3506
7797.31,67.3352
7797.94,67.3197
7798.56,67.3042
7799.19,67.2887
7799.81,67.2732
7800.44,67.2577
7801.06,67.2422
7801.69,67.2268
7802.31,67.2114
7802.94,67.196
7803.56,67.1806
7804.19,67.1652
7804.81,67.1498
7805.44,67.1343
7806.06,67.1189
7806.69,67.1035
7807.31,67.0881
7807.94,67.0727
7808.56,67.0574
7809.19,67.042
7809.81,67.0267
7810.44,67.0114
7811.06,66.996
7811.69,66.9807
7812.31,66.9654
7812.94,66.95
7813.56,66.9347
7814.19,66.9194
7814.81,66.9041
7815.44,66.8888
7816.06,66.8735
7816.69,66.8583
7817.31,66.843
7817.94,66.8278
7818.56,66.8125
7819.19,66.7972
7819.81,66.782
7820.44,66.7667
7821.06,66.7515
7821.69,66.7362
7822.31,66.7211
7822.94,66.7059
7823.56,66.6907
7824.19,66.6755
7824.81,66.6603
7825.44,66.6451
7826.06,66.63
7826.69,66.6148
7827.31,66.5996
7827.94,66.5844
7828.56,66.5693
7829.19,66.5542
7829.81,66.5391
7830.44,66.5239
7831.06,66.5088
7831.69,66.4937
7832.31,66.4786
7832.94,66.4635
7833.56,66.4484
7834.19,66.4333
7834.81,66.4182
7835.44,66.4031
7836.06,66.3881
7836.69,66.3731
7837.31,66.358
7837.94,66.343
7838.56,66.328
7839.19,66.3129
7839.81,66.2979
7840.44,66.2829
7841.06,66.2679
7841.69,66.2528
7842.31,66.2378
7842.94,66.2228
7843.56,66.2079
7844.19,66.1929
7844.81,66.178
7845.44,66.163
7846.06,66.1481
7846.69,66.1331
7847.31,66.1182
7847.94,66.1032
7848.56,66.0883
7849.19,66.0733
7849.81,66.0584
7850.44,66.0435
7851.06,66.0287
7851.69,66.0138
7852.31,65.9989
7852.94,65.984
7853.56,65.9692
7854.19,65.9543
7854.81,65.9394
7855.44,65.9245
7856.06,65.9096
7856.69,65.8948
7857.31,65.88
7857.94,65.8652
7858.56,65.8504
7859.19,65.8356
7859.81,65.8208
7860.44,65.806
7861.06,65.7912
7861.69,65.7764
7862.31,65.7616
7862.94,65.7468
7863.56,65.732
7864.19,65.7173
7864.81,65.7025
7865.44,65.6878
7866.06,65.6731
7866.69,65.6584
7867.31,65.6436
7867.94,65.6289
7868.56,65.6142
7869.19,65.5995
7869.81,65.5847
7870.44,65.57
7871.06,65.5553
7871.69,65.5407
7872.31,65.526
7872.94,65.5114
7873.56,65.4967
7874.19,65.4821
7874.81,65.4674
7875.44,65.4528
7876.06,65.4381
7876.69,65.4235
7877.31,65.4088
7877.94,65.3942
7878.56,65.3796
7879.19,65.365
7879.81,65.3505
7880.44,65.3359
7881.06,65.3213
7881.69,65.3067
7882.31,65.2922
7882.94,65.2776
7883.56,65.263
7884.19,65.2485
7884.81,65.2339
7885.44,65.2193
7886.06,65.2048
7886.69,65.1903
7887.31,65.1758
7887.94,65.1613
7888.56,65.1468
7889.19,65.1323
7889.81,65.1178
7890.44,65.1033
7891.06,65.0888
7891.69,65.0743
7892.31,65.0599
7892.94,65.0454
7893.56,65.031
7894.19,65.0165
7894.81,65.0021
7895.44,64.9877
7896.06,64.9733
7896.69,64.9589
7897.31,64.9444
7897.94,64.93
7898.56,64.9156
7899.19,64.9012
7899.81,64.8868
7900.44,64.8724
7901.06,64.858
7901.69,64.8437
7902.31,64.8293
7902.94,64.815
7903.56,64.8006
7904.19,64.7863
7904.81,64.772
7905.44,64.7576
7906.06,64.7433
7906.69,64.7289
7907.31,64.7146
7907.94,64.7003
7908.56,64.686
7909.19,64.6717
7909.81,64.6575
7910.44,64.6432
7911.06,64.6289
7911.69,64.6147
7912.31,64.6004
7912.94,64.5861
7913.56,64.5719
7914.19,64.5576
7914.81,64.5433
7915.44,64.5291
7916.06,64.5149
7916.69,64.5007
7917.31,64.4865
7917.94,64.4723
7918.56,64.4581
7919.19,64.4439
7919.81,64.4297
7920.44,64.4156
7921.06,64.4014
7921.69,64.3872
7922.31,64.373
7922.94,64.3588
7923.56,64.3447
7924.19,64.3306
7924.81,64.3164
7925.44,64.3023
7926.06,64.2882
7926.69,64.2741
7927.31,64.26
7927.94,64.2459
7928.56,64.2318
7929.19,64.2176
7929.81,64.2035
7930.44,64.1894
7931.06,64.1754
7931.69,64.1613
7932.31,64.1473
7932.94,64.1332
7933.56,64.1192
7934.19,64.1052
7934.81,64.0911
7935.44,64.0771
7936.06,64.063
7936.69,64.049
7937.31,64.035
7937.94,64.0209
7938.56,64.0069
7939.19,63.9929
7939.81,63.9789
7940.44,63.9649
7941.06,63.951
7941.69,63.937
7942.31,63.9231
7942.94,63.9091
7943.56,63.8951
7944.19,63.8812
7944.81,63.8672
7945.44,63.8533
7946.06,63.8394
7946.69,63.8255
7947.31,63.8115
7947.94,63.7976
7948.56,63.7837
7949.19,63.7698
7949.81,63.756
7950.44,63.7421
7951.06,63.7282
7951.69,63.7143
7952.31,63.7004
7952.94,63.6866
7953.56,63.6727
7954.19,63.6589
7954.81,63.645
7955.44,63.6312
7956.06,63.6173
7956.69,63.6035
7957.31,63.5897
7957.94,63.5759
7958.56,63.5621
7959.19,63.5483
7959.81,63.5345
7960.44,63.5207
7961.06,63.5069
7961.69,63.4932
7962.31,63.4794
7962.94,63.4656
7963.56,63.4518
7964.19,63.4381
7964.81,63.4243
7965.44,63.4106
7966.06,63.3969
7966.69,63.3831
7967.31,63.3694
7967.94,63.3557
7968.56,63.342
7969.19,63.3283
7969.81,63.3146
7970.44,63.3009
7971.06,63.2872
7971.69,63.2735
7972.31,63.2598
7972.94,63.2462
7973.56,63.2325
7974.19,63.2189
7974.81,63.2052
7975.44,63.1915
7976.06,63.1779
7976.69,63.1643
7977.31,63.1506
7977.94,63.137
7978.56,63.1234
7979.19,63.1098
7979.81,63.0962
7980.44,63.0826
7981.06,63.069
7981.69,63.0554
7982.31,63.0418
7982.94,63.0282
7983.56,63.0147
7984.19,63.0011
7984.81,62.9875
7985.44,62.974
7986.06,62.9605
7986.69,62.9469
7987.31,62.9334
7987.94,62.9198
7988.56,62.9063
7989.19,62.8928
7989.81,62.8793
7990.44,62.8658
7991.06,62.8523
7991.69,62.8388
7992.31,62.8253
7992.94,62.8118
7993.56,62.7983
7994.19,62.7849
7994.81,62.7714
7995.44,62.7579
7996.06,62.7445
7996.69,62.731
7997.31,62.7176
7997.94,62.7042
7998.56,62.6907
7999.19,62.6773
7999.81,62.6639
8000.44,62.6504
8001.06,62.637
8001.69,62.6236
8002.31,62.6103
8002.94,62.5969
8003.56,62.5835
8004.19,62.5701
8004.81,62.5567
8005.44,62.5433
8006.06,62.53
8006.69,62.5166
8007.31,62.5033
8007.94,62.4899
8008.56,62.4766
8009.19,62.4632
8009.81,62.4499
8010.44,62.4366
8011.06,62.4233
8011.69,62.41
8012.31,62.3967
8012.94,62.3834
8013.56,62.3701
8014.19,62.3568
8014.81,62.3435
8015.44,62.3302
8016.06,62.317
8016.69,62.3037
8017.31,62.2904
8017.94,62.2772
8018.56,62.2639
8019.19,62.2507
8019.81,62.2375
8020.44,62.2242
8021.06,62.211
8021.69,62.1977
8022.31,62.1845
8022.94,62.1713
8023.56,62.1581
8024.19,62.1449
8024.81,62.1317
8025.44,62.1185
8026.06,62.1054
8026.69,62.0922
8027.31,62.079
8027.94,62.0659
8028.56,62.0527
8029.19,62.0396
8029.81,62.0264
8030.44,62.0132
8031.06,62.0001
8031.69,61.987
8032.31,61.9739
8032.94,61.9608
8033.56,61.9476
8034.19,61.9345
8034.81,61.9214
8035.44,61.9083
8036.06,61.8952
8036.69,61.8821
8037.31,61.8691
8037.94,61.856
8038.56,61.8429
8039.19,61.8298
8039.81,61.8168
8040.44,61.8037
8041.06,61.7907
8041.69,61.7776
8042.31,61.7646
8042.94,61.7516
8043.56,61.7385
8044.19,61.7255
8044.81,61.7125
8045.44,61.6995
8046.06,61.6865
8046.69,61.6735
8047.31,61.6605
8047.94,61.6475
8048.56,61.6345
8049.19,61.6216
8049.81,61.6086
8050.44,61.5956
8051.06,61.5826
