# Micromissile
# Mass m = 0.37 kg
# Coefficient of drag C_D = 0.7
# Cross-sectional area = 3e-4 m^2
# Air density = 1.204 kg/m^3
# Initial speed = 1000 m/s
# No lift-induced drag, no gravity

Distance [m],Speed [m/s]
8945.38,47.3317
8946,47.3241
8946.62,47.3164
8947.25,47.3088
8947.88,47.3011
8948.5,47.2935
8949.12,47.2859
8949.75,47.2782
8950.38,47.2706
8951,47.263
8951.62,47.2554
8952.25,47.2477
8952.88,47.2401
8953.5,47.2325
8954.12,47.2248
8954.75,47.2172
8955.38,47.2096
8956,47.202
8956.62,47.1943
8957.25,47.1867
8957.88,47.1791
8958.5,47.1715
8959.12,47.164
8959.75,47.1564
8960.38,47.1488
8961,47.1412
8961.62,47.1336
8962.25,47.126
8962.88,47.1184
8963.5,47.1108
8964.12,47.1032
8964.75,47.0956
8965.38,47.088
8966,47.0805
8966.62,47.0729
8967.25,47.0653
8967.88,47.0578
8968.5,47.0502
8969.12,47.0427
8969.75,47.0351
8970.38,47.0276
8971,47.02
8971.62,47.0125
8972.25,47.0049
8972.88,46.9973
8973.5,46.9898
8974.12,46.9822
8974.75,46.9747
8975.38,46.9671
8976,46.9596
8976.62,46.9521
8977.25,46.9445
8977.88,46.937
8978.5,46.9295
8979.12,46.922
8979.75,46.9145
8980.38,46.907
8981,46.8994
8981.62,46.8919
8982.25,46.8844
8982.88,46.8769
8983.5,46.8694
8984.12,46.8619
8984.75,46.8544
8985.38,46.8468
8986,46.8393
8986.62,46.8318
8987.25,46.8244
8987.88,46.8169
8988.5,46.8094
8989.12,46.8019
8989.75,46.7945
8990.38,46.787
8991,46.7795
8991.62,46.772
8992.25,46.7646
8992.88,46.7571
8993.5,46.7496
8994.12,46.7421
8994.75,46.7346
8995.38,46.7272
8996,46.7197
8996.62,46.7123
8997.25,46.7048
8997.88,46.6974
8998.5,46.6899
8999.12,46.6825
8999.75,46.6751
9000.38,46.6676
9001,46.6602
9001.62,46.6527
9002.25,46.6453
9002.88,46.6379
9003.5,46.6304
9004.12,46.623
9004.75,46.6156
9005.38,46.6081
9006,46.6007
9006.62,46.5933
9007.25,46.5859
9007.88,46.5785
9008.5,46.5711
9009.12,46.5637
9009.75,46.5563
9010.38,46.5489
9011,46.5415
9011.62,46.5341
9012.25,46.5267
9012.88,46.5193
9013.5,46.5119
9014.12,46.5045
9014.75,46.4971
9015.38,46.4897
9016,46.4823
9016.62,46.4749
9017.25,46.4675
9017.88,46.4602
9018.5,46.4528
9019.12,46.4454
9019.75,46.4381
9020.38,46.4307
9021,46.4233
9021.62,46.416
9022.25,46.4086
9022.88,46.4013
9023.5,46.3939
9024.12,46.3865
9024.75,46.3792
9025.38,46.3718
9026,46.3644
9026.62,46.3571
9027.25,46.3498
9027.88,46.3424
9028.5,46.3351
9029.12,46.3278
9029.75,46.3205
9030.38,46.3131
9031,46.3058
9031.62,46.2985
9032.25,46.2912
9032.88,46.2839
9033.5,46.2765
9034.12,46.2692
9034.75,46.2619
9035.38,46.2546
9036,46.2472
9036.62,46.2399
9037.25,46.2326
9037.88,46.2253
9038.5,46.218
9039.12,46.2108
9039.75,46.2035
9040.38,46.1962
9041,46.1889
9041.62,46.1816
9042.25,46.1743
9042.88,46.167
9043.5,46.1598
9044.12,46.1525
9044.75,46.1452
9045.38,46.1379
9046,46.1306
9046.62,46.1233
9047.25,46.116
9047.88,46.1088
9048.5,46.1015
9049.12,46.0943
9049.75,46.0871
9050.38,46.0798
9051,46.0726
9051.62,46.0653
9052.25,46.0581
9052.88,46.0508
9053.5,46.0436
9054.12,46.0363
9054.75,46.0291
9055.38,46.0218
9056,46.0146
9056.62,46.0073
9057.25,46.0001
9057.88,45.9928
9058.5,45.9856
9059.12,45.9784
9059.75,45.9712
9060.38,45.964
9061,45.9568
9061.62,45.9496
9062.25,45.9424
9062.88,45.9352
9063.5,45.928
9064.12,45.9207
9064.75,45.9135
9065.38,45.9063
9066,45.8991
9066.62,45.8919
9067.25,45.8847
9067.88,45.8775
9068.5,45.8703
9069.12,45.8631
9069.75,45.856
9070.38,45.8488
9071,45.8416
9071.62,45.8344
9072.25,45.8273
9072.88,45.8201
9073.5,45.8129
9074.12,45.8058
9074.75,45.7986
9075.38,45.7914
9076,45.7842
9076.62,45.7771
9077.25,45.7699
9077.88,45.7627
9078.5,45.7556
9079.12,45.7484
9079.75,45.7413
9080.38,45.7341
9081,45.727
9081.62,45.7199
9082.25,45.7127
9082.88,45.7056
9083.5,45.6985
9084.12,45.6913
9084.75,45.6842
9085.38,45.6771
9086,45.6699
9086.62,45.6628
9087.25,45.6557
9087.88,45.6485
9088.5,45.6414
9089.12,45.6343
9089.75,45.6272
9090.38,45.6201
9091,45.613
9091.62,45.6059
9092.25,45.5988
9092.88,45.5917
9093.5,45.5846
9094.12,45.5775
9094.75,45.5704
9095.38,45.5633
9096,45.5562
9096.62,45.5491
9097.25,45.542
9097.88,45.5349
9098.5,45.5278
9099.12,45.5207
9099.75,45.5136
9100.38,45.5066
9101,45.4995
9101.62,45.4924
9102.25,45.4854
9102.88,45.4783
9103.5,45.4713
9104.12,45.4642
9104.75,45.4572
9105.38,45.4501
9106,45.443
9106.62,45.436
9107.25,45.4289
9107.88,45.4219
9108.5,45.4148
9109.12,45.4078
9109.75,45.4007
9110.38,45.3936
9111,45.3866
9111.62,45.3796
9112.25,45.3725
9112.88,45.3655
9113.5,45.3585
9114.12,45.3515
9114.75,45.3445
9115.38,45.3374
9116,45.3304
9116.62,45.3234
9117.25,45.3164
9117.88,45.3094
9118.5,45.3023
9119.12,45.2953
9119.75,45.2883
9120.38,45.2813
9121,45.2743
9121.62,45.2673
9122.25,45.2602
9122.88,45.2533
9123.5,45.2463
9124.12,45.2393
9124.75,45.2323
9125.38,45.2253
9126,45.2184
9126.62,45.2114
9127.25,45.2044
9127.88,45.1974
9128.5,45.1904
9129.12,45.1835
9129.75,45.1765
9130.38,45.1695
9131,45.1625
9131.62,45.1555
9132.25,45.1486
9132.88,45.1416
9133.5,45.1346
9134.12,45.1277
9134.75,45.1207
9135.38,45.1138
9136,45.1068
9136.62,45.0999
9137.25,45.093
9137.88,45.086
9138.5,45.0791
9139.12,45.0721
9139.75,45.0652
9140.38,45.0582
9141,45.0513
9141.62,45.0444
9142.25,45.0374
9142.88,45.0305
9143.5,45.0235
9144.12,45.0166
9144.75,45.0097
9145.38,45.0028
9146,44.9959
9146.62,44.989
9147.25,44.9821
9147.88,44.9752
9148.5,44.9682
9149.12,44.9613
9149.75,44.9544
9150.38,44.9475
9151,44.9406
9151.62,44.9337
9152.25,44.9268
9152.88,44.9199
9153.5,44.913
9154.12,44.9061
9154.75,44.8992
9155.38,44.8923
9156,44.8854
9156.62,44.8786
9157.25,44.8717
9157.88,44.8648
9158.5,44.858
9159.12,44.8511
9159.75,44.8442
9160.38,44.8374
9161,44.8305
9161.62,44.8236
9162.25,44.8168
9162.88,44.8099
9163.5,44.803
9164.12,44.7962
9164.75,44.7893
9165.38,44.7824
9166,44.7756
9166.62,44.7687
9167.25,44.7619
9167.88,44.755
9168.5,44.7482
9169.12,44.7414
9169.75,44.7345
9170.38,44.7277
9171,44.7209
9171.62,44.7141
9172.25,44.7072
9172.88,44.7004
9173.5,44.6936
9174.12,44.6867
9174.75,44.6799
9175.38,44.6731
9176,44.6663
9176.62,44.6594
9177.25,44.6526
9177.88,44.6458
9178.5,44.639
9179.12,44.6322
9179.75,44.6254
9180.38,44.6186
9181,44.6118
9181.62,44.605
9182.25,44.5982
9182.88,44.5914
9183.5,44.5846
9184.12,44.5778
9184.75,44.5711
9185.38,44.5643
9186,44.5575
9186.62,44.5507
9187.25,44.5439
9187.88,44.5371
9188.5,44.5303
9189.12,44.5235
9189.75,44.5167
9190.38,44.51
9191,44.5032
9191.62,44.4965
9192.25,44.4897
9192.88,44.483
9193.5,44.4762
9194.12,44.4695
9194.75,44.4627
9195.38,44.456
9196,44.4492
9196.62,44.4425
9197.25,44.4357
9197.88,44.429
9198.5,44.4222
9199.12,44.4155
9199.75,44.4087
9200.38,44.4019
9201,44.3952
9201.62,44.3885
9202.25,44.3817
9202.88,44.375
9203.5,44.3683
9204.12,44.3616
9204.75,44.3549
9205.38,44.3482
9206,44.3415
9206.62,44.3347
9207.25,44.328
9207.88,44.3213
9208.5,44.3146
9209.12,44.3079
9209.75,44.3012
9210.38,44.2945
9211,44.2877
9211.62,44.281
9212.25,44.2743
9212.88,44.2676
9213.5,44.2609
9214.12,44.2542
9214.75,44.2476
9215.38,44.2409
9216,44.2342
9216.62,44.2275
9217.25,44.2209
9217.88,44.2142
9218.5,44.2075
9219.12,44.2008
9219.75,44.1942
9220.38,44.1875
9221,44.1808
9221.62,44.1741
9222.25,44.1675
9222.88,44.1608
9223.5,44.1541
9224.12,44.1474
9224.75,44.1408
9225.38,44.1341
9226,44.1275
9226.62,44.1208
9227.25,44.1142
9227.88,44.1076
9228.5,44.1009
9229.12,44.0943
9229.75,44.0876
9230.38,44.081
9231,44.0744
9231.62,44.0677
9232.25,44.0611
9232.88,44.0545
9233.5,44.0478
9234.12,44.0412
9234.75,44.0345
9235.38,44.0279
9236,44.0213
9236.62,44.0146
9237.25,44.008
9237.88,44.0014
9238.5,43.9948
9239.12,43.9882
9239.75,43.9816
9240.38,43.975
9241,43.9684
9241.62,43.9618
9242.25,43.9552
9242.88,43.9486
9243.5,43.942
9244.12,43.9354
9244.75,43.9288
9245.38,43.9222
9246,43.9156
9246.62,43.909
9247.25,43.9024
9247.88,43.8958
9248.5,43.8892
9249.12,43.8826
9249.75,43.8761
9250.38,43.8695
9251,43.8629
9251.62,43.8564
9252.25,43.8498
9252.88,43.8433
9253.5,43.8367
9254.12,43.8301
9254.75,43.8236
9255.38,43.817
9256,43.8105
9256.62,43.8039
9257.25,43.7973
9257.88,43.7908
9258.5,43.7842
9259.12,43.7777
9259.75,43.7711
9260.38,43.7645
9261,43.758
9261.62,43.7514
9262.25,43.7449
9262.88,43.7384
9263.5,43.7319
9264.12,43.7253
9264.75,43.7188
9265.38,43.7123
9266,43.7058
9266.62,43.6993
9267.25,43.6927
9267.88,43.6862
9268.5,43.6797
9269.12,43.6732
9269.75,43.6666
9270.38,43.6601
9271,43.6536
9271.62,43.6471
9272.25,43.6405
9272.88,43.634
9273.5,43.6275
9274.12,43.621
9274.75,43.6145
9275.38,43.6081
9276,43.6016
9276.62,43.5951
9277.25,43.5886
9277.88,43.5821
9278.5,43.5756
9279.12,43.5691
9279.75,43.5627
9280.38,43.5562
9281,43.5497
9281.62,43.5432
9282.25,43.5367
9282.88,43.5302
9283.5,43.5238
9284.12,43.5173
9284.75,43.5108
9285.38,43.5043
9286,43.4978
9286.62,43.4914
9287.25,43.4849
9287.88,43.4785
9288.5,43.472
9289.12,43.4656
9289.75,43.4592
9290.38,43.4527
9291,43.4463
9291.62,43.4398
9292.25,43.4334
9292.88,43.4269
9293.5,43.4205
9294.12,43.414
9294.75,43.4076
9295.38,43.4011
9296,43.3947
9296.62,43.3882
9297.25,43.3818
9297.88,43.3753
9298.5,43.3689
9299.12,43.3625
9299.75,43.3561
9300.38,43.3497
9301,43.3433
9301.62,43.3369
9302.25,43.3305
9302.88,43.3241
9303.5,43.3177
9304.12,43.3112
9304.75,43.3048
9305.38,43.2984
9306,43.292
9306.62,43.2856
9307.25,43.2792
9307.88,43.2728
9308.5,43.2664
9309.12,43.26
9309.75,43.2536
9310.38,43.2472
9311,43.2408
9311.62,43.2344
9312.25,43.228
9312.88,43.2217
9313.5,43.2153
9314.12,43.2089
9314.75,43.2025
9315.38,43.1962
9316,43.1898
9316.62,43.1834
9317.25,43.1771
9317.88,43.1707
9318.5,43.1643
9319.12,43.158
9319.75,43.1516
9320.38,43.1452
9321,43.1388
9321.62,43.1325
9322.25,43.1261
9322.88,43.1197
9323.5,43.1134
9324.12,43.107
9324.75,43.1007
9325.38,43.0944
9326,43.088
9326.62,43.0817
9327.25,43.0754
9327.88,43.069
9328.5,43.0627
9329.12,43.0564
9329.75,43.05
9330.38,43.0437
9331,43.0374
9331.62,43.031
9332.25,43.0247
9332.88,43.0184
9333.5,43.012
9334.12,43.0057
9334.75,42.9994
9335.38,42.993
9336,42.9867
9336.62,42.9804
9337.25,42.9741
9337.88,42.9678
9338.5,42.9615
9339.12,42.9552
9339.75,42.9489
9340.38,42.9426
9341,42.9364
9341.62,42.9301
9342.25,42.9238
9342.88,42.9175
9343.5,42.9112
9344.12,42.9049
9344.75,42.8986
9345.38,42.8923
9346,42.886
9346.62,42.8797
9347.25,42.8734
9347.88,42.8671
9348.5,42.8608
9349.12,42.8545
9349.75,42.8483
9350.38,42.842
9351,42.8358
9351.62,42.8295
9352.25,42.8233
9352.88,42.817
9353.5,42.8107
9354.12,42.8045
9354.75,42.7982
9355.38,42.792
9356,42.7857
9356.62,42.7795
9357.25,42.7732
9357.88,42.7669
9358.5,42.7607
9359.12,42.7544
9359.75,42.7482
9360.38,42.7419
9361,42.7357
9361.62,42.7294
9362.25,42.7232
9362.88,42.7169
9363.5,42.7107
9364.12,42.7045
9364.75,42.6983
9365.38,42.6921
9366,42.6859
9366.62,42.6796
9367.25,42.6734
9367.88,42.6672
9368.5,42.661
9369.12,42.6548
9369.75,42.6485
9370.38,42.6423
9371,42.6361
9371.62,42.6299
9372.25,42.6237
9372.88,42.6175
9373.5,42.6112
9374.12,42.605
9374.75,42.5988
9375.38,42.5926
9376,42.5864
9376.62,42.5802
9377.25,42.5741
9377.88,42.5679
9378.5,42.5617
9379.12,42.5555
9379.75,42.5493
9380.38,42.5432
9381,42.537
9381.62,42.5308
9382.25,42.5246
9382.88,42.5184
9383.5,42.5123
9384.12,42.5061
9384.75,42.4999
9385.38,42.4937
9386,42.4875
9386.62,42.4814
9387.25,42.4752
9387.88,42.469
9388.5,42.4628
9389.12,42.4567
9389.75,42.4505
9390.38,42.4444
9391,42.4383
9391.62,42.4321
9392.25,42.426
9392.88,42.4198
9393.5,42.4137
9394.12,42.4075
9394.75,42.4014
9395.38,42.3953
9396,42.3891
9396.62,42.383
9397.25,42.3768
9397.88,42.3707
9398.5,42.3646
9399.12,42.3584
9399.75,42.3523
9400.38,42.3461
9401,42.34
9401.62,42.3338
9402.25,42.3277
9402.88,42.3216
9403.5,42.3155
9404.12,42.3094
9404.75,42.3033
9405.38,42.2972
9406,42.2911
9406.62,42.285
9407.25,42.2789
9407.88,42.2728
9408.5,42.2667
9409.12,42.2606
9409.75,42.2545
9410.38,42.2484
9411,42.2423
9411.62,42.2362
9412.25,42.2301
9412.88,42.224
9413.5,42.2179
9414.12,42.2118
9414.75,42.2057
9415.38,42.1995
9416,42.1935
9416.62,42.1874
9417.25,42.1813
9417.88,42.1753
9418.5,42.1692
9419.12,42.1632
9419.75,42.1571
9420.38,42.151
9421,42.145
9421.62,42.1389
9422.25,42.1328
9422.88,42.1268
9423.5,42.1207
9424.12,42.1146
9424.75,42.1086
9425.38,42.1025
9426,42.0964
9426.62,42.0904
9427.25,42.0843
9427.88,42.0782
9428.5,42.0722
9429.12,42.0661
9429.75,42.0601
9430.38,42.0541
9431,42.048
9431.62,42.042
9432.25,42.036
9432.88,42.0299
9433.5,42.0239
9434.12,42.0179
9434.75,42.0119
9435.38,42.0058
9436,41.9998
9436.62,41.9938
9437.25,41.9878
9437.88,41.9817
9438.5,41.9757
9439.12,41.9697
9439.75,41.9636
9440.38,41.9576
9441,41.9516
9441.62,41.9456
9442.25,41.9395
9442.88,41.9335
9443.5,41.9275
9444.12,41.9215
9444.75,41.9155
9445.38,41.9095
9446,41.9036
9446.62,41.8976
9447.25,41.8916
9447.88,41.8856
9448.5,41.8796
9449.12,41.8736
9449.75,41.8676
9450.38,41.8616
9451,41.8556
9451.62,41.8497
9452.25,41.8437
9452.88,41.8377
9453.5,41.8317
9454.12,41.8257
9454.75,41.8197
9455.38,41.8137
9456,41.8077
9456.62,41.8017
9457.25,41.7958
9457.88,41.7898
9458.5,41.7839
9459.12,41.7779
9459.75,41.772
9460.38,41.766
9461,41.7601
9461.62,41.7541
9462.25,41.7482
9462.88,41.7422
9463.5,41.7363
9464.12,41.7303
9464.75,41.7244
9465.38,41.7184
9466,41.7125
9466.62,41.7065
9467.25,41.7006
9467.88,41.6946
9468.5,41.6887
9469.12,41.6827
9469.75,41.6768
9470.38,41.6708
9471,41.6649
9471.62,41.659
9472.25,41.653
9472.88,41.6471
9473.5,41.6412
9474.12,41.6353
9474.75,41.6294
9475.38,41.6235
9476,41.6176
9476.62,41.6117
9477.25,41.6057
9477.88,41.5998
9478.5,41.5939
9479.12,41.588
9479.75,41.5821
9480.38,41.5762
9481,41.5703
9481.62,41.5644
9482.25,41.5584
9482.88,41.5525
9483.5,41.5466
9484.12,41.5407
9484.75,41.5348
9485.38,41.5289
9486,41.523
9486.62,41.5171
9487.25,41.5113
9487.88,41.5054
9488.5,41.4995
9489.12,41.4936
9489.75,41.4878
9490.38,41.4819
9491,41.476
9491.62,41.4701
9492.25,41.4643
9492.88,41.4584
9493.5,41.4525
9494.12,41.4467
9494.75,41.4408
9495.38,41.4349
9496,41.429
9496.62,41.4232
9497.25,41.4173
9497.88,41.4114
9498.5,41.4055
9499.12,41.3997
9499.75,41.3938
9500.38,41.388
9501,41.3821
9501.62,41.3763
9502.25,41.3705
9502.88,41.3646
9503.5,41.3588
9504.12,41.3529
9504.75,41.3471
9505.38,41.3413
9506,41.3354
9506.62,41.3296
9507.25,41.3238
9507.88,41.3179
9508.5,41.3121
9509.12,41.3063
9509.75,41.3004
9510.38,41.2946
9511,41.2887
9511.62,41.2829
9512.25,41.2771
9512.88,41.2712
9513.5,41.2654
9514.12,41.2596
9514.75,41.2538
9515.38,41.248
9516,41.2422
9516.62,41.2364
9517.25,41.2306
9517.88,41.2248
9518.5,41.219
9519.12,41.2132
9519.75,41.2074
9520.38,41.2016
9521,41.1958
9521.62,41.19
9522.25,41.1842
9522.88,41.1784
9523.5,41.1726
9524.12,41.1668
9524.75,41.161
9525.38,41.1552
9526,41.1494
9526.62,41.1436
9527.25,41.1378
9527.88,41.132
9528.5,41.1262
9529.12,41.1205
9529.75,41.1147
9530.38,41.1089
9531,41.1032
9531.62,41.0974
9532.25,41.0917
9532.88,41.0859
9533.5,41.0801
9534.12,41.0744
9534.75,41.0686
9535.38,41.0629
9536,41.0571
9536.62,41.0513
9537.25,41.0456
9537.88,41.0398
9538.5,41.0341
9539.12,41.0283
9539.75,41.0225
9540.38,41.0168
9541,41.011
9541.62,41.0053
9542.25,40.9995
9542.88,40.9937
9543.5,40.988
9544.12,40.9823
9544.75,40.9766
9545.38,40.9708
9546,40.9651
9546.62,40.9594
9547.25,40.9537
9547.88,40.9479
9548.5,40.9422
9549.12,40.9365
9549.75,40.9308
9550.38,40.9251
9551,40.9193
9551.62,40.9136
9552.25,40.9079
9552.88,40.9022
9553.5,40.8964
9554.12,40.8907
9554.75,40.885
9555.38,40.8793
9556,40.8736
9556.62,40.8678
9557.25,40.8621
9557.88,40.8564
9558.5,40.8507
9559.12,40.845
9559.75,40.8393
9560.38,40.8336
9561,40.828
9561.62,40.8223
9562.25,40.8166
9562.88,40.8109
9563.5,40.8052
9564.12,40.7995
9564.75,40.7939
9565.38,40.7882
9566,40.7825
9566.62,40.7768
9567.25,40.7711
9567.88,40.7654
9568.5,40.7598
9569.12,40.7541
9569.75,40.7484
9570.38,40.7427
9571,40.737
9571.62,40.7313
9572.25,40.7257
9572.88,40.72
9573.5,40.7143
9574.12,40.7087
9574.75,40.703
9575.38,40.6974
9576,40.6917
9576.62,40.6861
9577.25,40.6804
9577.88,40.6748
9578.5,40.6691
9579.12,40.6635
9579.75,40.6578
9580.38,40.6522
9581,40.6466
9581.62,40.6409
9582.25,40.6353
9582.88,40.6296
9583.5,40.624
9584.12,40.6183
9584.75,40.6127
9585.38,40.607
9586,40.6014
9586.62,40.5957
9587.25,40.5901
9587.88,40.5845
9588.5,40.5788
9589.12,40.5732
9589.75,40.5676
9590.38,40.562
9591,40.5564
9591.62,40.5508
9592.25,40.5452
9592.88,40.5396
9593.5,40.534
9594.12,40.5284
9594.75,40.5227
9595.38,40.5171
9596,40.5115
9596.62,40.5059
9597.25,40.5003
9597.88,40.4947
9598.5,40.4891
9599.12,40.4835
9599.75,40.4779
9600.38,40.4723
9601,40.4667
9601.62,40.4611
9602.25,40.4555
9602.88,40.4498
9603.5,40.4442
9604.12,40.4387
9604.75,40.4331
9605.38,40.4275
9606,40.4219
9606.62,40.4164
9607.25,40.4108
9607.88,40.4052
9608.5,40.3997
9609.12,40.3941
9609.75,40.3885
9610.38,40.383
9611,40.3774
9611.62,40.3718
9612.25,40.3663
9612.88,40.3607
9613.5,40.3551
9614.12,40.3495
9614.75,40.344
9615.38,40.3384
9616,40.3328
9616.62,40.3273
9617.25,40.3217
9617.88,40.3161
9618.5,40.3106
9619.12,40.305
9619.75,40.2995
9620.38,40.2939
9621,40.2884
9621.62,40.2829
9622.25,40.2773
9622.88,40.2718
9623.5,40.2663
9624.12,40.2607
9624.75,40.2552
9625.38,40.2497
9626,40.2441
9626.62,40.2386
9627.25,40.2331
9627.88,40.2275
9628.5,40.222
9629.12,40.2165
9629.75,40.211
9630.38,40.2054
9631,40.1999
9631.62,40.1944
9632.25,40.1888
9632.88,40.1833
9633.5,40.1778
9634.12,40.1722
9634.75,40.1667
9635.38,40.1612
9636,40.1557
9636.62,40.1502
9637.25,40.1447
9637.88,40.1392
9638.5,40.1337
9639.12,40.1282
9639.75,40.1227
9640.38,40.1173
9641,40.1118
9641.62,40.1063
9642.25,40.1008
9642.88,40.0953
9643.5,40.0898
9644.12,40.0843
9644.75,40.0788
9645.38,40.0733
9646,40.0678
9646.62,40.0623
9647.25,40.0568
9647.88,40.0513
9648.5,40.0458
9649.12,40.0404
9649.75,40.0349
9650.38,40.0294
9651,40.0239
9651.62,40.0184
9652.25,40.013
9652.88,40.0075
9653.5,40.0021
9654.12,39.9966
9654.75,39.9912
9655.38,39.9857
9656,39.9803
9656.62,39.9748
9657.25,39.9693
9657.88,39.9639
9658.5,39.9584
9659.12,39.953
9659.75,39.9475
9660.38,39.9421
9661,39.9366
9661.62,39.9312
9662.25,39.9257
9662.88,39.9202
9663.5,39.9148
9664.12,39.9093
9664.75,39.9039
9665.38,39.8984
9666,39.893
9666.62,39.8875
9667.25,39.8821
9667.88,39.8767
9668.5,39.8713
9669.12,39.8658
9669.75,39.8604
9670.38,39.855
9671,39.8496
9671.62,39.8442
9672.25,39.8388
9672.88,39.8333
9673.5,39.8279
9674.12,39.8225
9674.75,39.8171
9675.38,39.8117
9676,39.8063
9676.62,39.8008
9677.25,39.7954
9677.88,39.79
9678.5,39.7846
9679.12,39.7792
9679.75,39.7738
9680.38,39.7683
9681,39.7629
9681.62,39.7575
9682.25,39.7521
9682.88,39.7467
9683.5,39.7413
9684.12,39.7359
9684.75,39.7305
9685.38,39.7252
9686,39.7198
9686.62,39.7144
9687.25,39.709
9687.88,39.7036
9688.5,39.6983
9689.12,39.6929
9689.75,39.6875
9690.38,39.6821
9691,39.6767
9691.62,39.6714
9692.25,39.666
9692.88,39.6606
9693.5,39.6552
9694.12,39.6499
9694.75,39.6445
9695.38,39.6391
9696,39.6337
9696.62,39.6283
9697.25,39.623
9697.88,39.6176
9698.5,39.6122
9699.12,39.6068
9699.75,39.6015
9700.38,39.5961
9701,39.5908
9701.62,39.5855
9702.25,39.5801
9702.88,39.5748
9703.5,39.5694
9704.12,39.5641
9704.75,39.5588
9705.38,39.5534
9706,39.5481
9706.62,39.5427
9707.25,39.5374
9707.88,39.532
9708.5,39.5267
9709.12,39.5214
9709.75,39.516
9710.38,39.5107
9711,39.5053
9711.62,39.5
9712.25,39.4947
9712.88,39.4893
9713.5,39.484
9714.12,39.4786
9714.75,39.4733
9715.38,39.468
9716,39.4626
9716.62,39.4573
9717.25,39.452
9717.88,39.4467
9718.5,39.4414
9719.12,39.4361
9719.75,39.4308
9720.38,39.4255
9721,39.4202
9721.62,39.4149
9722.25,39.4096
9722.88,39.4043
9723.5,39.399
9724.12,39.3937
9724.75,39.3884
9725.38,39.3831
9726,39.3778
9726.62,39.3725
9727.25,39.3672
9727.88,39.3619
9728.5,39.3566
9729.12,39.3513
9729.75,39.346
9730.38,39.3407
9731,39.3354
9731.62,39.3301
9732.25,39.3248
9732.88,39.3195
9733.5,39.3142
9734.12,39.309
9734.75,39.3037
9735.38,39.2984
9736,39.2932
9736.62,39.2879
9737.25,39.2826
9737.88,39.2774
9738.5,39.2721
9739.12,39.2668
9739.75,39.2616
9740.38,39.2563
9741,39.2511
9741.62,39.2458
9742.25,39.2405
9742.88,39.2353
9743.5,39.23
9744.12,39.2247
9744.75,39.2195
9745.38,39.2142
9746,39.2089
9746.62,39.2037
9747.25,39.1984
9747.88,39.1931
9748.5,39.1879
9749.12,39.1826
9749.75,39.1774
9750.38,39.1722
9751,39.1669
9751.62,39.1617
9752.25,39.1565
9752.88,39.1512
9753.5,39.146
9754.12,39.1408
9754.75,39.1356
9755.38,39.1303
9756,39.1251
9756.62,39.1199
9757.25,39.1147
9757.88,39.1094
9758.5,39.1042
9759.12,39.099
9759.75,39.0938
9760.38,39.0885
9761,39.0833
9761.62,39.0781
9762.25,39.0729
9762.88,39.0676
9763.5,39.0624
9764.12,39.0572
9764.75,39.052
9765.38,39.0467
9766,39.0415
9766.62,39.0363
9767.25,39.0311
9767.88,39.0259
9768.5,39.0207
9769.12,39.0155
9769.75,39.0103
9770.38,39.0052
9771,39
9771.62,38.9948
9772.25,38.9896
9772.88,38.9844
9773.5,38.9792
9774.12,38.974
9774.75,38.9688
9775.38,38.9637
9776,38.9585
9776.62,38.9533
9777.25,38.9481
9777.88,38.9429
9778.5,38.9377
9779.12,38.9325
9779.75,38.9273
9780.38,38.9221
9781,38.917
9781.62,38.9118
9782.25,38.9066
9782.88,38.9014
9783.5,38.8962
9784.12,38.891
9784.75,38.8859
9785.38,38.8807
9786,38.8756
9786.62,38.8704
9787.25,38.8653
9787.88,38.8601
9788.5,38.855
9789.12,38.8498
9789.75,38.8447
9790.38,38.8396
9791,38.8344
9791.62,38.8293
9792.25,38.8241
9792.88,38.819
9793.5,38.8138
9794.12,38.8087
9794.75,38.8035
9795.38,38.7984
9796,38.7932
9796.62,38.7881
9797.25,38.7829
9797.88,38.7778
9798.5,38.7726
9799.12,38.7675
9799.75,38.7623
9800.38,38.7572
9801,38.752
9801.62,38.7469
9802.25,38.7418
9802.88,38.7367
9803.5,38.7315
9804.12,38.7264
9804.75,38.7213
9805.38,38.7162
9806,38.7111
9806.62,38.706
9807.25,38.7009
9807.88,38.6958
9808.5,38.6907
9809.12,38.6855
9809.75,38.6804
9810.38,38.6753
9811,38.6702
9811.62,38.6651
9812.25,38.66
9812.88,38.6549
9813.5,38.6498
9814.12,38.6446
9814.75,38.6395
9815.38,38.6344
9816,38.6293
9816.62,38.6242
9817.25,38.6191
9817.88,38.614
9818.5,38.6089
9819.12,38.6038
9819.75,38.5987
9820.38,38.5936
9821,38.5886
9821.62,38.5835
9822.25,38.5784
9822.88,38.5733
9823.5,38.5683
9824.12,38.5632
9824.75,38.5581
9825.38,38.553
9826,38.548
9826.62,38.5429
9827.25,38.5378
9827.88,38.5327
9828.5,38.5277
9829.12,38.5226
9829.75,38.5175
9830.38,38.5125
9831,38.5074
9831.62,38.5023
9832.25,38.4972
9832.88,38.4922
9833.5,38.4871
9834.12,38.482
9834.75,38.4769
9835.38,38.4719
9836,38.4668
9836.62,38.4617
9837.25,38.4567
9837.88,38.4516
9838.5,38.4466
9839.12,38.4416
9839.75,38.4365
9840.38,38.4315
9841,38.4265
9841.62,38.4214
9842.25,38.4164
9842.88,38.4114
9843.5,38.4063
