# 20240820
# TI IWR6843AOPEVM
# Copper corner reflector
# Cory roof
# Range: 3 m

Azimuth,Elevation,TX1RX1,TX1RX2,TX1RX3,TX1RX4,TX2RX1,TX2RX2,TX2RX3,TX2RX4,TX3RX1,TX3RX2,TX3RX3,TX3RX4
3.583322,1.790785,(-269929-331212j),(-251102-306973j),(-389575-213122j),(-283237-228893j),(-8795-354439j),(-127705-323532j),(-151260-325952j),(-168961-276179j),(-115050-332636j),(-194717-239662j),(-247539-236326j),(-243837-232425j)
3.583322,1.790785,(-361363-228432j),(-337085-202423j),(-433497-73811j),(-348180-115762j),(-119391-335316j),(-225738-262915j),(-247116-260223j),(-246342-208490j),(-211124-277402j),(-263575-161782j),(-310917-140803j),(-311144-144270j)
3.583322,1.790785,(-428852+10114j),(-383785+28145j),(-399907+181730j),(-353058+107291j),(-283517-210625j),(-340335-94541j),(-347702-78980j),(-328163-35479j),(-326357-115617j),(-312059+19752j),(-335701+53571j),(-339897+54427j)
3.583322,1.790785,(-384544+193673j),(-325782+196044j),(-278681+339418j),(-268848+259432j),(-348168-72902j),(-349749+58659j),(-350007+76525j),(-314420+108147j),(-344332+33357j),(-274141+157371j),(-280356+192760j),(-287539+196344j)
3.583322,1.790785,(-169037+395013j),(-104240+359659j),(10143+438661j),(-24151+376968j),(-315254+165893j),(-233610+271961j),(-221718+282142j),(-171727+286709j),(-241071+243048j),(-103945+306761j),(-91266+327775j),(-92379+334635j)
3.583322,1.790785,(-104242+417087j),(-39409+372578j),(80970+431736j),(38783+376758j),(-288656+214591j),(-185803+305459j),(-177425+315208j),(-122802+306721j),(-201871+277959j),(-53434+320426j),(-41536+341949j),(-40891+343002j)
3.583322,1.790785,(68977+422970j),(120419+351093j),(247675+361976j),(192304+325407j),(-182099+310911j),(-50655+355298j),(-40601+359434j),(8931+329214j),(-76247+334224j),(79795+316224j),(97004+330283j),(97317+328453j)
3.583322,1.790785,(276447+325130j),(291827+228418j),(399586+179055j),(339866+174265j),(-118+361678j),(136895+335397j),(145541+330122j),(180219+279003j),(105498+325332j),(237073+231973j),(250898+231435j),(254807+230484j)
3.583322,3.583322,(329871+270104j),(329849+171505j),(424435+104891j),(367351+107752j),(58581+357072j),(191371+309801j),(196432+302166j),(225243+244733j),(156577+306141j),(273586+188298j),(282936+187627j),(292964+179605j)
3.583322,3.583322,(420151+43082j),(370772-52703j),(408416-147450j),(366434-122194j),(241769+271299j),(329775+157265j),(324926+150388j),(325765+75979j),(295548+169957j),(338982+5569j),(338437+4934j),(341099-14307j)
3.583322,3.583322,(377095-183104j),(283091-251570j),(266793-341116j),(246329-304265j),(349591+111258j),(362068-37434j),(355724-37009j),(318788-111237j),(341158-8246j),(297345-175561j),(292759-172458j),(279849-193204j)
3.583322,3.583322,(255334-331327j),(136610-356327j),(86744-422583j),(80999-385629j),(362513-52427j),(311382-193137j),(301133-186265j),(237508-247954j),(302071-155610j),(190520-292918j),(185947-281572j),(163964-301831j)
3.583322,3.583322,(24448-417009j),(-95201-373194j),(-168090-394256j),(-154930-365547j),(275151-242466j),(154678-333710j),(147425-317508j),(58345-345845j),(164064-297397j),(-2594-354847j),(-5060-336027j),(-32463-346877j)
